                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4036,                 3.0404,                 2.8495,                0.29405,                0.45438,                0.14522,                0.05454,                 2.7717,                 3.0042,                 5.4348,               0.070213,              0.0033097,              0.0033097
                      2,                 1.6803,                 2.1111,                 1.9568,                 0.0611,                0.38368,                0.09106,                 0.0375,                 2.3623,                 7.1973,                 3.0575,               0.040147,              0.0065773,              0.0065773
                      3,                 1.5313,                 1.9819,                 1.8039,                0.20041,                0.71549,                0.22662,                0.11018,                   1.86,                 2.4266,                 2.8161,               0.010015,              0.0097788,              0.0097788
                      4,                 1.4435,                 1.8905,                 1.7237,                  0.304,                0.48511,                0.33911,                0.17402,                 1.5837,                  2.636,                 2.2622,               0.009703,               0.009703,               0.009703
                      5,                 1.3675,                 1.7959,                 1.6428,                 0.3214,                0.63505,                0.35186,                0.17993,                 1.6471,                  1.812,                 2.4441,               0.009604,               0.009604,               0.009604
                      6,                 1.3266,                 1.7233,                 1.6069,                0.27164,                0.44698,                0.35518,                0.18704,                 1.6033,                 2.4133,                 2.3873,               0.009505,               0.009505,               0.009505
                      7,                 1.2865,                 1.6356,                 1.5745,                 0.4395,                0.63917,                0.53021,                0.26626,                 1.7121,                 1.4057,                 2.5407,               0.009406,               0.009406,               0.009406
                      8,                  1.253,                 1.5551,                 1.5429,                0.50851,                0.71979,                0.60542,                0.33446,                 1.5512,                 1.4244,                 2.1745,               0.009307,               0.009307,               0.009307
                      9,                   1.22,                 1.4758,                  1.516,                0.68455,                0.61956,                0.74315,                 0.4808,                 1.2822,                 1.2202,                   1.87,               0.009208,               0.009208,               0.009208
                     10,                 1.2024,                 1.4048,                 1.5041,                0.59472,                0.61899,                0.72437,                0.43275,                 1.5014,                 1.6568,                 2.1154,               0.009109,               0.009109,               0.009109
                     11,                 1.1831,                 1.3507,                 1.4837,                0.62723,                0.73354,                 0.7623,                0.48642,                 1.3469,                 1.1217,                 1.9806,                0.00901,                0.00901,                0.00901
                     12,                 1.1558,                 1.3028,                 1.4662,                0.72627,                0.78407,                0.80583,                0.39349,                 1.8059,                 1.0653,                 2.7835,               0.008911,               0.008911,               0.008911
                     13,                 1.1395,                 1.2718,                 1.4535,                0.77591,                0.79663,                0.85859,                0.51958,                 1.4181,                0.88717,                 2.1545,               0.008812,               0.008812,               0.008812
                     14,                 1.1263,                 1.2502,                 1.4415,                0.72406,                0.83262,                0.82111,                0.46887,                 1.4415,                0.87333,                 2.1563,               0.008713,               0.008713,               0.008713
                     15,                 1.1171,                 1.2253,                 1.4379,                0.79236,                0.80894,                0.87271,                0.52804,                 1.3817,                0.87837,                  2.115,               0.008614,               0.008614,               0.008614
                     16,                 1.1028,                 1.2169,                 1.4274,                0.79684,                0.86342,                0.87508,                0.52292,                 1.3688,                0.83156,                 2.1256,               0.008515,               0.008515,               0.008515
                     17,                 1.0864,                   1.17,                 1.4163,                 0.8711,                0.83166,                 0.9227,                0.56913,                 1.2492,                0.78174,                 1.8579,               0.008416,               0.008416,               0.008416
                     18,                 1.0768,                  1.173,                 1.4069,                0.80273,                0.87322,                0.89899,                 0.5635,                   1.27,                0.78163,                 1.8679,               0.008317,               0.008317,               0.008317
                     19,                 1.0697,                 1.1392,                 1.4025,                0.82651,                0.89011,                0.91693,                0.55068,                 1.3458,                0.76835,                 2.0575,               0.008218,               0.008218,               0.008218
                     20,                  1.072,                 1.1441,                 1.4083,                0.76917,                0.76405,                0.85953,                0.47924,                 1.5432,                 1.1113,                 2.2371,               0.008119,               0.008119,               0.008119
                     21,                 1.0501,                  1.126,                 1.3928,                0.89215,                0.91863,                0.92175,                0.62509,                 1.1826,                0.72357,                 1.7744,                0.00802,                0.00802,                0.00802
                     22,                 1.0439,                 1.0983,                 1.3882,                0.87392,                0.90061,                0.91346,                0.59399,                  1.246,                0.68255,                 1.8654,               0.007921,               0.007921,               0.007921
                     23,                 1.0461,                 1.0966,                 1.3883,                0.87545,                0.83085,                0.91491,                0.57789,                 1.2138,                0.73659,                 1.8604,               0.007822,               0.007822,               0.007822
                     24,                 1.0343,                 1.0853,                 1.3841,                0.87258,                0.90446,                0.92756,                0.62623,                 1.1485,                0.67253,                 1.7582,               0.007723,               0.007723,               0.007723
                     25,                  1.024,                 1.0683,                 1.3768,                0.87849,                 0.8993,                0.93292,                0.57346,                 1.2346,                0.65185,                 1.8959,               0.007624,               0.007624,               0.007624
                     26,                 1.0253,                 1.0573,                 1.3731,                0.88603,                 0.9072,                0.93522,                0.63078,                 1.1985,                0.63448,                 1.8399,               0.007525,               0.007525,               0.007525
                     27,                 1.0162,                 1.0557,                 1.3712,                 0.8884,                 0.8813,                0.91646,                0.57833,                 1.2513,                0.66682,                 1.9414,               0.007426,               0.007426,               0.007426
                     28,                 1.0083,                 1.0476,                 1.3684,                0.89594,                0.91581,                0.94644,                0.61572,                 1.1765,                0.60438,                 1.7916,               0.007327,               0.007327,               0.007327
                     29,                 1.0085,                 1.0406,                 1.3625,                0.90727,                0.89579,                0.94002,                0.61356,                 1.2145,                0.60499,                 1.8355,               0.007228,               0.007228,               0.007228
                     30,                 1.0007,                 1.0269,                 1.3591,                   0.92,                0.89514,                0.94839,                0.63135,                 1.1534,                0.59142,                 1.7876,               0.007129,               0.007129,               0.007129
